# x, y, theta, v_l, v_r
19.78, 1925.55, 2.421, 99.90, 98.92
19.37, 1926.37, 1.911, 99.90, 48.88
19.04, 1927.31, 1.911, 99.90, 99.90
18.71, 1928.25, 1.911, 99.90, 99.90
18.37, 1929.19, 1.911, 99.90, 99.90
18.04, 1930.13, 1.911, 99.90, 99.90
17.71, 1931.07, 1.911, 99.90, 99.90
17.37, 1932.02, 1.911, 99.90, 99.90
17.04, 1932.96, 1.911, 99.90, 99.90
16.71, 1933.90, 1.911, 99.90, 99.90
16.37, 1934.84, 1.911, 99.90, 99.90
16.04, 1935.78, 1.911, 99.90, 99.90
15.71, 1936.73, 1.911, 99.90, 99.90
15.37, 1937.67, 1.911, 99.90, 99.90
15.04, 1938.61, 1.911, 99.90, 99.90
14.71, 1939.55, 1.911, 99.90, 99.90
14.37, 1940.49, 1.911, 99.90, 99.90
14.04, 1941.43, 1.911, 99.90, 99.90
13.71, 1942.38, 1.911, 99.90, 99.90
13.37, 1943.32, 1.911, 99.90, 99.90
13.04, 1944.26, 1.911, 99.90, 99.90
12.71, 1945.20, 1.911, 99.90, 99.90
12.37, 1946.14, 1.911, 99.90, 99.90
12.04, 1947.08, 1.911, 99.90, 99.90
11.71, 1948.03, 1.911, 99.90, 99.90
11.37, 1948.97, 1.911, 99.90, 99.90
11.31, 1949.73, 1.401, 99.90, 48.88
11.48, 1950.72, 1.401, 99.90, 99.90
11.65, 1951.70, 1.401, 99.90, 99.90
11.82, 1952.69, 1.401, 99.90, 99.90
11.99, 1953.67, 1.401, 99.90, 99.90
12.16, 1954.66, 1.401, 99.90, 99.90
12.32, 1955.64, 1.401, 99.90, 99.90
12.49, 1956.62, 1.401, 99.90, 99.90
12.66, 1957.61, 1.401, 99.90, 99.90
12.83, 1958.59, 1.401, 99.90, 99.90
13.00, 1959.58, 1.401, 99.90, 99.90
13.17, 1960.56, 1.401, 99.90, 99.90
13.34, 1961.55, 1.401, 99.90, 99.90
13.51, 1962.53, 1.401, 99.90, 99.90
13.68, 1963.52, 1.401, 99.90, 99.90
13.85, 1964.50, 1.401, 99.90, 99.90
14.02, 1965.49, 1.401, 99.90, 99.90
14.18, 1966.47, 1.401, 99.90, 99.90
14.35, 1967.45, 1.401, 99.90, 99.90
14.52, 1968.44, 1.401, 99.90, 99.90
14.69, 1969.42, 1.401, 99.90, 99.90
14.86, 1970.41, 1.401, 99.90, 99.90
15.16, 1970.94, 0.900, 99.90, 49.85
15.78, 1971.72, 0.900, 99.90, 99.90
16.40, 1972.51, 0.900, 99.90, 99.90
17.03, 1973.29, 0.900, 99.90, 99.90
17.65, 1974.07, 0.900, 99.90, 99.90
18.27, 1974.85, 0.900, 99.90, 99.90
18.88, 1975.64, 0.910, 98.92, 99.90
19.47, 1975.81, 0.410, 99.90, 49.85
20.38, 1976.21, 0.410, 99.90, 99.90
21.30, 1976.61, 0.410, 99.90, 99.90
22.22, 1977.01, 0.410, 99.90, 99.90
23.13, 1977.41, 0.410, 99.90, 99.90
23.71, 1978.14, 0.920, 48.88, 99.90
24.29, 1978.31, 0.410, 99.90, 48.88
25.21, 1978.71, 0.410, 99.90, 99.90
25.79, 1979.45, 0.920, 48.88, 99.90
26.39, 1980.24, 0.920, 99.90, 99.90
26.97, 1980.41, 0.410, 99.90, 48.88
27.89, 1980.81, 0.410, 99.90, 99.90
28.80, 1981.21, 0.410, 99.90, 99.90
29.72, 1981.61, 0.410, 99.90, 99.90
30.64, 1982.00, 0.410, 99.90, 99.90
31.55, 1982.40, 0.410, 99.90, 99.90
32.47, 1982.80, 0.410, 99.90, 99.90
33.39, 1983.20, 0.410, 99.90, 99.90
34.30, 1983.60, 0.410, 99.90, 99.90
35.22, 1983.99, 0.410, 99.90, 99.90
36.14, 1984.39, 0.410, 99.90, 99.90
37.05, 1984.79, 0.410, 99.90, 99.90
37.97, 1985.19, 0.410, 99.90, 99.90
38.88, 1985.58, 0.410, 99.90, 99.90
39.80, 1985.98, 0.410, 99.90, 99.90
40.72, 1986.38, 0.410, 99.90, 99.90
41.63, 1986.78, 0.410, 99.90, 99.90
42.55, 1987.18, 0.410, 99.90, 99.90
43.47, 1987.57, 0.410, 99.90, 99.90
44.20, 1987.34, -0.091, 99.90, 49.85
45.19, 1987.25, -0.091, 99.90, 99.90
46.19, 1987.16, -0.091, 99.90, 99.90
47.18, 1987.07, -0.091, 99.90, 99.90
48.18, 1986.98, -0.091, 99.90, 99.90
49.17, 1986.89, -0.091, 99.90, 99.90
50.17, 1986.80, -0.091, 99.90, 99.90
51.16, 1986.70, -0.091, 99.90, 99.90
52.16, 1986.61, -0.091, 99.90, 99.90
53.15, 1986.52, -0.091, 99.90, 99.90
54.15, 1986.43, -0.091, 99.90, 99.90
55.14, 1986.34, -0.091, 99.90, 99.90
56.14, 1986.25, -0.091, 99.90, 99.90
57.13, 1986.16, -0.091, 99.90, 99.90
58.13, 1986.07, -0.091, 99.90, 99.90
59.12, 1985.98, -0.091, 99.90, 99.90
60.12, 1985.89, -0.091, 99.90, 99.90
61.11, 1985.80, -0.091, 99.90, 99.90
62.11, 1985.71, -0.091, 99.90, 99.90
63.10, 1985.62, -0.091, 99.90, 99.90
64.10, 1985.52, -0.091, 99.90, 99.90
65.09, 1985.43, -0.091, 99.90, 99.90
66.09, 1985.34, -0.091, 99.90, 99.90
67.08, 1985.25, -0.091, 99.90, 99.90
68.08, 1985.16, -0.091, 99.90, 99.90
69.07, 1985.07, -0.091, 99.90, 99.90
70.07, 1984.98, -0.091, 99.90, 99.90
71.06, 1984.89, -0.091, 99.90, 99.90
72.06, 1984.80, -0.091, 99.90, 99.90
73.05, 1984.71, -0.091, 99.90, 99.90
74.05, 1984.62, -0.091, 99.90, 99.90
75.04, 1984.53, -0.091, 99.90, 99.90
76.03, 1984.44, -0.091, 99.90, 99.90
77.03, 1984.34, -0.091, 99.90, 99.90
78.02, 1984.25, -0.091, 99.90, 99.90
79.02, 1984.16, -0.091, 99.90, 99.90
80.01, 1984.07, -0.091, 99.90, 99.90
81.01, 1983.98, -0.091, 99.90, 99.90
82.00, 1983.89, -0.091, 99.90, 99.90
83.00, 1983.80, -0.091, 99.90, 99.90
83.99, 1983.71, -0.091, 99.90, 99.90
84.99, 1983.62, -0.091, 99.90, 99.90
85.98, 1983.53, -0.091, 99.90, 99.90
86.98, 1983.44, -0.091, 99.90, 99.90
87.97, 1983.35, -0.091, 99.90, 99.90
88.97, 1983.26, -0.091, 99.90, 99.90
89.96, 1983.16, -0.091, 99.90, 99.90
90.96, 1983.07, -0.091, 99.90, 99.90
91.95, 1982.98, -0.091, 99.90, 99.90
92.95, 1982.89, -0.091, 99.90, 99.90
93.94, 1982.80, -0.091, 99.90, 99.90
94.94, 1982.71, -0.091, 99.90, 99.90
95.93, 1982.62, -0.091, 99.90, 99.90
96.93, 1982.53, -0.091, 99.90, 99.90
97.92, 1982.44, -0.091, 99.90, 99.90
98.92, 1982.35, -0.091, 99.90, 99.90
99.91, 1982.26, -0.091, 99.90, 99.90
100.91, 1982.17, -0.091, 99.90, 99.90
101.90, 1982.08, -0.091, 99.90, 99.90
102.90, 1981.98, -0.091, 99.90, 99.90
103.89, 1981.89, -0.091, 99.90, 99.90
104.89, 1981.80, -0.091, 99.90, 99.90
105.88, 1981.71, -0.091, 99.90, 99.90
106.88, 1981.62, -0.091, 99.90, 99.90
107.87, 1981.53, -0.091, 99.90, 99.90
108.87, 1981.44, -0.091, 99.90, 99.90
109.86, 1981.35, -0.091, 99.90, 99.90
110.86, 1981.26, -0.091, 99.90, 99.90
111.85, 1981.17, -0.091, 99.90, 99.90
112.85, 1981.08, -0.091, 99.90, 99.90
113.84, 1980.99, -0.091, 99.90, 99.90
114.84, 1980.90, -0.091, 99.90, 99.90
115.83, 1980.80, -0.091, 99.90, 99.90
116.83, 1980.71, -0.091, 99.90, 99.90
117.82, 1980.62, -0.091, 99.90, 99.90
118.82, 1980.53, -0.091, 99.90, 99.90
119.81, 1980.44, -0.091, 99.90, 99.90
120.81, 1980.35, -0.091, 99.90, 99.90
121.80, 1980.26, -0.091, 99.90, 99.90
122.79, 1980.18, -0.081, 98.92, 99.90
123.79, 1980.10, -0.081, 99.90, 99.90
124.78, 1980.04, -0.071, 98.92, 99.90
125.50, 1980.52, 0.439, 48.88, 99.90
126.07, 1981.27, 0.939, 49.85, 99.90
126.64, 1981.47, 0.439, 99.90, 49.85
127.55, 1981.89, 0.439, 99.90, 99.90
128.45, 1982.32, 0.439, 99.90, 99.90
129.36, 1982.74, 0.439, 99.90, 99.90
130.26, 1983.16, 0.439, 99.90, 99.90
131.17, 1983.59, 0.439, 99.90, 99.90
132.07, 1984.01, 0.439, 99.90, 99.90
132.98, 1984.44, 0.439, 99.90, 99.90
133.88, 1984.86, 0.439, 99.90, 99.90
134.78, 1985.29, 0.439, 99.90, 99.90
135.69, 1985.71, 0.439, 99.90, 99.90
136.59, 1986.14, 0.439, 99.90, 99.90
137.50, 1986.56, 0.439, 99.90, 99.90
138.22, 1986.34, -0.071, 99.90, 48.88
139.22, 1986.27, -0.071, 99.90, 99.90
140.21, 1986.20, -0.071, 99.90, 99.90
141.21, 1986.13, -0.071, 99.90, 99.90
142.21, 1986.06, -0.071, 99.90, 99.90
143.20, 1985.99, -0.071, 99.90, 99.90
144.20, 1985.91, -0.071, 99.90, 99.90
145.20, 1985.84, -0.071, 99.90, 99.90
146.19, 1985.77, -0.071, 99.90, 99.90
147.19, 1985.70, -0.071, 99.90, 99.90
148.19, 1985.63, -0.071, 99.90, 99.90
149.18, 1985.56, -0.071, 99.90, 99.90
150.18, 1985.49, -0.071, 99.90, 99.90
151.17, 1985.41, -0.071, 99.90, 99.90
152.17, 1985.34, -0.071, 99.90, 99.90
153.17, 1985.27, -0.071, 99.90, 99.90
154.16, 1985.20, -0.071, 99.90, 99.90
155.16, 1985.13, -0.071, 99.90, 99.90
156.16, 1985.06, -0.071, 99.90, 99.90
157.15, 1984.99, -0.071, 99.90, 99.90
158.15, 1984.92, -0.071, 99.90, 99.90
159.15, 1984.84, -0.071, 99.90, 99.90
160.14, 1984.77, -0.071, 99.90, 99.90
161.14, 1984.70, -0.071, 99.90, 99.90
162.14, 1984.63, -0.071, 99.90, 99.90
163.13, 1984.56, -0.071, 99.90, 99.90
164.13, 1984.49, -0.071, 99.90, 99.90
165.13, 1984.42, -0.071, 99.90, 99.90
166.12, 1984.35, -0.071, 99.90, 99.90
167.12, 1984.27, -0.071, 99.90, 99.90
168.11, 1984.20, -0.071, 99.90, 99.90
169.11, 1984.13, -0.071, 99.90, 99.90
170.11, 1984.06, -0.071, 99.90, 99.90
171.10, 1983.99, -0.071, 99.90, 99.90
172.10, 1983.92, -0.071, 99.90, 99.90
173.10, 1983.85, -0.071, 99.90, 99.90
174.09, 1983.77, -0.071, 99.90, 99.90
175.09, 1983.70, -0.071, 99.90, 99.90
176.09, 1983.63, -0.071, 99.90, 99.90
177.08, 1983.56, -0.071, 99.90, 99.90
178.08, 1983.49, -0.071, 99.90, 99.90
179.08, 1983.42, -0.071, 99.90, 99.90
180.07, 1983.35, -0.071, 99.90, 99.90
181.07, 1983.28, -0.071, 99.90, 99.90
182.07, 1983.20, -0.071, 99.90, 99.90
183.06, 1983.13, -0.071, 99.90, 99.90
184.06, 1983.06, -0.071, 99.90, 99.90
185.05, 1982.99, -0.071, 99.90, 99.90
186.05, 1982.92, -0.071, 99.90, 99.90
187.05, 1982.85, -0.071, 99.90, 99.90
188.04, 1982.78, -0.071, 99.90, 99.90
189.04, 1982.71, -0.071, 99.90, 99.90
190.04, 1982.63, -0.071, 99.90, 99.90
191.03, 1982.56, -0.071, 99.90, 99.90
192.03, 1982.49, -0.071, 99.90, 99.90
193.03, 1982.42, -0.071, 99.90, 99.90
194.02, 1982.35, -0.071, 99.90, 99.90
195.02, 1982.28, -0.071, 99.90, 99.90
196.02, 1982.21, -0.071, 99.90, 99.90
197.01, 1982.13, -0.071, 99.90, 99.90
198.01, 1982.06, -0.071, 99.90, 99.90
199.01, 1981.99, -0.071, 99.90, 99.90
200.00, 1981.92, -0.071, 99.90, 99.90
201.00, 1981.85, -0.071, 99.90, 99.90
201.99, 1981.78, -0.071, 99.90, 99.90
202.99, 1981.71, -0.071, 99.90, 99.90
203.99, 1981.64, -0.071, 99.90, 99.90
204.98, 1981.56, -0.071, 99.90, 99.90
205.98, 1981.49, -0.071, 99.90, 99.90
206.98, 1981.42, -0.071, 99.90, 99.90
207.97, 1981.35, -0.071, 99.90, 99.90
208.97, 1981.28, -0.071, 99.90, 99.90
209.97, 1981.21, -0.071, 99.90, 99.90
210.96, 1981.14, -0.071, 99.90, 99.90
211.96, 1981.07, -0.071, 99.90, 99.90
212.96, 1980.99, -0.071, 99.90, 99.90
213.95, 1980.92, -0.071, 99.90, 99.90
214.95, 1980.85, -0.071, 99.90, 99.90
215.95, 1980.78, -0.071, 99.90, 99.90
216.94, 1980.71, -0.071, 99.90, 99.90
217.94, 1980.64, -0.071, 99.90, 99.90
218.93, 1980.57, -0.071, 99.90, 99.90
219.93, 1980.50, -0.071, 99.90, 99.90
220.93, 1980.42, -0.071, 99.90, 99.90
221.92, 1980.37, -0.062, 98.92, 99.90
222.92, 1980.31, -0.062, 99.90, 99.90
223.91, 1980.24, -0.062, 99.90, 99.90
224.91, 1980.20, -0.052, 98.92, 99.90
225.90, 1980.15, -0.052, 99.90, 99.90
226.90, 1980.09, -0.052, 99.90, 99.90
227.90, 1980.04, -0.052, 99.90, 99.90
228.90, 1979.99, -0.052, 99.90, 99.90
229.90, 1979.94, -0.052, 99.90, 99.90
230.89, 1979.89, -0.052, 99.90, 99.90
231.89, 1979.83, -0.052, 99.90, 99.90
232.62, 1980.33, 0.449, 49.85, 99.90
233.18, 1981.08, 0.949, 49.85, 99.90
233.75, 1981.28, 0.449, 99.90, 49.85
234.32, 1982.03, 0.949, 49.85, 99.90
234.88, 1982.23, 0.439, 99.90, 48.88
235.79, 1982.65, 0.439, 99.90, 99.90
236.69, 1983.08, 0.439, 99.90, 99.90
237.60, 1983.50, 0.439, 99.90, 99.90
238.50, 1983.92, 0.439, 99.90, 99.90
239.41, 1984.35, 0.439, 99.90, 99.90
240.31, 1984.77, 0.439, 99.90, 99.90
241.21, 1985.20, 0.439, 99.90, 99.90
242.12, 1985.62, 0.439, 99.90, 99.90
243.02, 1986.05, 0.439, 99.90, 99.90
243.93, 1986.47, 0.439, 99.90, 99.90
244.83, 1986.90, 0.439, 99.90, 99.90
245.56, 1986.68, -0.071, 99.90, 48.88
246.55, 1986.61, -0.071, 99.90, 99.90
247.55, 1986.53, -0.071, 99.90, 99.90
248.55, 1986.46, -0.071, 99.90, 99.90
249.54, 1986.39, -0.071, 99.90, 99.90
250.54, 1986.32, -0.071, 99.90, 99.90
251.53, 1986.25, -0.071, 99.90, 99.90
252.53, 1986.18, -0.071, 99.90, 99.90
253.53, 1986.11, -0.071, 99.90, 99.90
254.52, 1986.03, -0.071, 99.90, 99.90
255.52, 1985.96, -0.071, 99.90, 99.90
256.52, 1985.89, -0.071, 99.90, 99.90
257.51, 1985.82, -0.071, 99.90, 99.90
258.51, 1985.75, -0.071, 99.90, 99.90
259.51, 1985.68, -0.071, 99.90, 99.90
260.50, 1985.61, -0.071, 99.90, 99.90
261.50, 1985.54, -0.071, 99.90, 99.90
262.50, 1985.46, -0.071, 99.90, 99.90
263.49, 1985.39, -0.071, 99.90, 99.90
264.49, 1985.32, -0.071, 99.90, 99.90
265.49, 1985.25, -0.071, 99.90, 99.90
266.48, 1985.18, -0.071, 99.90, 99.90
267.48, 1985.11, -0.071, 99.90, 99.90
268.47, 1985.04, -0.071, 99.90, 99.90
269.47, 1984.97, -0.071, 99.90, 99.90
270.47, 1984.89, -0.071, 99.90, 99.90
271.46, 1984.82, -0.071, 99.90, 99.90
272.46, 1984.75, -0.071, 99.90, 99.90
273.46, 1984.68, -0.071, 99.90, 99.90
274.45, 1984.61, -0.071, 99.90, 99.90
275.45, 1984.54, -0.071, 99.90, 99.90
276.45, 1984.47, -0.071, 99.90, 99.90
277.44, 1984.39, -0.071, 99.90, 99.90
278.44, 1984.32, -0.071, 99.90, 99.90
279.44, 1984.25, -0.071, 99.90, 99.90
280.43, 1984.18, -0.071, 99.90, 99.90
281.43, 1984.11, -0.071, 99.90, 99.90
282.43, 1984.04, -0.071, 99.90, 99.90
283.42, 1983.97, -0.071, 99.90, 99.90
284.42, 1983.90, -0.071, 99.90, 99.90
285.41, 1983.82, -0.071, 99.90, 99.90
286.41, 1983.75, -0.071, 99.90, 99.90
287.41, 1983.68, -0.071, 99.90, 99.90
288.40, 1983.61, -0.071, 99.90, 99.90
289.40, 1983.54, -0.071, 99.90, 99.90
290.40, 1983.47, -0.071, 99.90, 99.90
291.39, 1983.40, -0.071, 99.90, 99.90
292.39, 1983.33, -0.071, 99.90, 99.90
293.39, 1983.25, -0.071, 99.90, 99.90
294.38, 1983.18, -0.071, 99.90, 99.90
295.38, 1983.11, -0.071, 99.90, 99.90
296.38, 1983.04, -0.071, 99.90, 99.90
297.37, 1982.97, -0.071, 99.90, 99.90
298.37, 1982.90, -0.071, 99.90, 99.90
299.37, 1982.83, -0.071, 99.90, 99.90
300.36, 1982.75, -0.071, 99.90, 99.90
301.36, 1982.68, -0.071, 99.90, 99.90
302.35, 1982.61, -0.071, 99.90, 99.90
303.35, 1982.54, -0.071, 99.90, 99.90
304.35, 1982.47, -0.071, 99.90, 99.90
305.34, 1982.40, -0.071, 99.90, 99.90
306.34, 1982.33, -0.071, 99.90, 99.90
307.34, 1982.26, -0.071, 99.90, 99.90
308.33, 1982.18, -0.071, 99.90, 99.90
309.33, 1982.11, -0.071, 99.90, 99.90
310.33, 1982.04, -0.071, 99.90, 99.90
311.32, 1981.97, -0.071, 99.90, 99.90
312.32, 1981.90, -0.071, 99.90, 99.90
313.32, 1981.83, -0.071, 99.90, 99.90
314.31, 1981.76, -0.071, 99.90, 99.90
315.31, 1981.69, -0.071, 99.90, 99.90
316.31, 1981.61, -0.071, 99.90, 99.90
317.30, 1981.54, -0.071, 99.90, 99.90
318.30, 1981.47, -0.071, 99.90, 99.90
319.29, 1981.40, -0.071, 99.90, 99.90
320.29, 1981.33, -0.071, 99.90, 99.90
321.29, 1981.26, -0.071, 99.90, 99.90
322.28, 1981.19, -0.071, 99.90, 99.90
323.28, 1981.11, -0.071, 99.90, 99.90
324.28, 1981.04, -0.071, 99.90, 99.90
325.27, 1980.97, -0.071, 99.90, 99.90
326.27, 1980.90, -0.071, 99.90, 99.90
327.27, 1980.83, -0.071, 99.90, 99.90
328.26, 1980.76, -0.071, 99.90, 99.90
329.26, 1980.69, -0.071, 99.90, 99.90
330.26, 1980.62, -0.071, 99.90, 99.90
331.25, 1980.54, -0.071, 99.90, 99.90
332.25, 1980.47, -0.071, 99.90, 99.90
333.25, 1980.40, -0.071, 99.90, 99.90
333.97, 1980.88, 0.429, 49.85, 99.90
334.88, 1981.30, 0.429, 99.90, 99.90
335.79, 1981.73, 0.439, 98.92, 99.90
336.69, 1982.15, 0.439, 99.90, 99.90
337.59, 1982.57, 0.439, 99.90, 99.90
338.50, 1983.00, 0.439, 99.90, 99.90
339.40, 1983.42, 0.439, 99.90, 99.90
340.31, 1983.85, 0.439, 99.90, 99.90
341.21, 1984.27, 0.439, 99.90, 99.90
342.12, 1984.70, 0.439, 99.90, 99.90
343.02, 1985.12, 0.439, 99.90, 99.90
343.92, 1985.55, 0.439, 99.90, 99.90
344.83, 1985.97, 0.439, 99.90, 99.90
345.73, 1986.40, 0.439, 99.90, 99.90
346.64, 1986.82, 0.439, 99.90, 99.90
347.36, 1986.60, -0.071, 99.90, 48.88
348.36, 1986.53, -0.071, 99.90, 99.90
349.35, 1986.46, -0.071, 99.90, 99.90
350.35, 1986.39, -0.071, 99.90, 99.90
351.35, 1986.32, -0.071, 99.90, 99.90
352.34, 1986.24, -0.071, 99.90, 99.90
353.34, 1986.17, -0.071, 99.90, 99.90
354.34, 1986.10, -0.071, 99.90, 99.90
355.33, 1986.03, -0.071, 99.90, 99.90
356.33, 1985.96, -0.071, 99.90, 99.90
357.33, 1985.89, -0.071, 99.90, 99.90
358.32, 1985.82, -0.071, 99.90, 99.90
359.32, 1985.74, -0.071, 99.90, 99.90
360.32, 1985.67, -0.071, 99.90, 99.90
361.31, 1985.60, -0.071, 99.90, 99.90
362.31, 1985.53, -0.071, 99.90, 99.90
363.30, 1985.46, -0.071, 99.90, 99.90
364.30, 1985.39, -0.071, 99.90, 99.90
365.30, 1985.32, -0.071, 99.90, 99.90
366.29, 1985.25, -0.071, 99.90, 99.90
367.29, 1985.17, -0.071, 99.90, 99.90
368.29, 1985.10, -0.071, 99.90, 99.90
369.28, 1985.03, -0.071, 99.90, 99.90
370.28, 1984.96, -0.071, 99.90, 99.90
371.28, 1984.89, -0.071, 99.90, 99.90
372.27, 1984.82, -0.071, 99.90, 99.90
373.27, 1984.75, -0.071, 99.90, 99.90
374.27, 1984.68, -0.071, 99.90, 99.90
375.26, 1984.60, -0.071, 99.90, 99.90
376.26, 1984.53, -0.071, 99.90, 99.90
377.26, 1984.46, -0.071, 99.90, 99.90
378.25, 1984.39, -0.071, 99.90, 99.90
379.25, 1984.32, -0.071, 99.90, 99.90
380.24, 1984.25, -0.071, 99.90, 99.90
381.24, 1984.18, -0.071, 99.90, 99.90
382.24, 1984.10, -0.071, 99.90, 99.90
383.23, 1984.03, -0.071, 99.90, 99.90
384.23, 1983.96, -0.071, 99.90, 99.90
385.23, 1983.89, -0.071, 99.90, 99.90
386.22, 1983.82, -0.071, 99.90, 99.90
387.22, 1983.75, -0.071, 99.90, 99.90
388.22, 1983.68, -0.071, 99.90, 99.90
389.21, 1983.61, -0.071, 99.90, 99.90
390.21, 1983.53, -0.071, 99.90, 99.90
391.21, 1983.46, -0.071, 99.90, 99.90
392.20, 1983.39, -0.071, 99.90, 99.90
393.20, 1983.32, -0.071, 99.90, 99.90
394.20, 1983.25, -0.071, 99.90, 99.90
395.19, 1983.18, -0.071, 99.90, 99.90
396.19, 1983.11, -0.071, 99.90, 99.90
397.18, 1983.04, -0.071, 99.90, 99.90
398.18, 1982.96, -0.071, 99.90, 99.90
399.18, 1982.89, -0.071, 99.90, 99.90
400.17, 1982.82, -0.071, 99.90, 99.90
401.17, 1982.75, -0.071, 99.90, 99.90
402.17, 1982.68, -0.071, 99.90, 99.90
403.16, 1982.61, -0.071, 99.90, 99.90
404.16, 1982.54, -0.071, 99.90, 99.90
405.16, 1982.47, -0.071, 99.90, 99.90
406.15, 1982.39, -0.071, 99.90, 99.90
407.15, 1982.32, -0.071, 99.90, 99.90
408.15, 1982.25, -0.071, 99.90, 99.90
409.14, 1982.18, -0.071, 99.90, 99.90
410.14, 1982.11, -0.071, 99.90, 99.90
411.14, 1982.04, -0.071, 99.90, 99.90
412.13, 1981.97, -0.071, 99.90, 99.90
413.13, 1981.89, -0.071, 99.90, 99.90
414.12, 1981.82, -0.071, 99.90, 99.90
415.12, 1981.75, -0.071, 99.90, 99.90
416.12, 1981.68, -0.071, 99.90, 99.90
417.11, 1981.61, -0.071, 99.90, 99.90
418.11, 1981.54, -0.071, 99.90, 99.90
419.11, 1981.47, -0.071, 99.90, 99.90
420.10, 1981.40, -0.071, 99.90, 99.90
421.10, 1981.32, -0.071, 99.90, 99.90
422.10, 1981.25, -0.071, 99.90, 99.90
423.09, 1981.18, -0.071, 99.90, 99.90
424.09, 1981.11, -0.071, 99.90, 99.90
425.09, 1981.04, -0.071, 99.90, 99.90
426.08, 1980.97, -0.071, 99.90, 99.90
427.08, 1980.90, -0.071, 99.90, 99.90
428.08, 1980.83, -0.071, 99.90, 99.90
429.07, 1980.75, -0.071, 99.90, 99.90
430.07, 1980.68, -0.071, 99.90, 99.90
431.06, 1980.61, -0.071, 99.90, 99.90
432.06, 1980.54, -0.071, 99.90, 99.90
433.06, 1980.47, -0.071, 99.90, 99.90
434.05, 1980.40, -0.071, 99.90, 99.90
435.05, 1980.33, -0.071, 99.90, 99.90
436.05, 1980.25, -0.071, 99.90, 99.90
437.04, 1980.18, -0.071, 99.90, 99.90
438.04, 1980.11, -0.071, 99.90, 99.90
438.77, 1980.59, 0.429, 49.85, 99.90
439.68, 1981.01, 0.429, 99.90, 99.90
440.25, 1981.75, 0.930, 49.85, 99.90
440.83, 1981.93, 0.419, 99.90, 48.88
441.74, 1982.34, 0.419, 99.90, 99.90
442.65, 1982.74, 0.419, 99.90, 99.90
443.57, 1983.15, 0.419, 99.90, 99.90
444.48, 1983.56, 0.419, 99.90, 99.90
445.39, 1983.96, 0.419, 99.90, 99.90
446.30, 1984.37, 0.419, 99.90, 99.90
447.22, 1984.78, 0.419, 99.90, 99.90
448.13, 1985.18, 0.419, 99.90, 99.90
449.04, 1985.59, 0.419, 99.90, 99.90
449.95, 1986.00, 0.419, 99.90, 99.90
450.87, 1986.40, 0.419, 99.90, 99.90
451.78, 1986.81, 0.419, 99.90, 99.90
452.69, 1987.22, 0.419, 99.90, 99.90
453.60, 1987.62, 0.419, 99.90, 99.90
454.33, 1987.40, -0.081, 99.90, 49.85
455.33, 1987.32, -0.081, 99.90, 99.90
456.33, 1987.24, -0.081, 99.90, 99.90
457.32, 1987.16, -0.081, 99.90, 99.90
458.32, 1987.07, -0.081, 99.90, 99.90
459.31, 1986.99, -0.081, 99.90, 99.90
460.31, 1986.91, -0.081, 99.90, 99.90
461.30, 1986.83, -0.081, 99.90, 99.90
462.30, 1986.75, -0.081, 99.90, 99.90
463.30, 1986.67, -0.081, 99.90, 99.90
464.29, 1986.59, -0.081, 99.90, 99.90
465.29, 1986.51, -0.081, 99.90, 99.90
466.28, 1986.43, -0.081, 99.90, 99.90
467.28, 1986.34, -0.081, 99.90, 99.90
468.27, 1986.26, -0.081, 99.90, 99.90
469.27, 1986.18, -0.081, 99.90, 99.90
470.27, 1986.10, -0.081, 99.90, 99.90
471.26, 1986.02, -0.081, 99.90, 99.90
472.26, 1985.94, -0.081, 99.90, 99.90
473.25, 1985.86, -0.081, 99.90, 99.90
474.25, 1985.78, -0.081, 99.90, 99.90
475.24, 1985.70, -0.081, 99.90, 99.90
476.24, 1985.62, -0.081, 99.90, 99.90
477.24, 1985.53, -0.081, 99.90, 99.90
478.23, 1985.45, -0.081, 99.90, 99.90
479.23, 1985.37, -0.081, 99.90, 99.90
480.22, 1985.29, -0.081, 99.90, 99.90
481.22, 1985.21, -0.081, 99.90, 99.90
482.21, 1985.13, -0.081, 99.90, 99.90
483.21, 1985.05, -0.081, 99.90, 99.90
484.21, 1984.97, -0.081, 99.90, 99.90
485.20, 1984.89, -0.081, 99.90, 99.90
486.20, 1984.81, -0.081, 99.90, 99.90
487.19, 1984.72, -0.081, 99.90, 99.90
488.19, 1984.64, -0.081, 99.90, 99.90
489.18, 1984.56, -0.081, 99.90, 99.90
490.18, 1984.48, -0.081, 99.90, 99.90
491.18, 1984.40, -0.081, 99.90, 99.90
492.17, 1984.32, -0.081, 99.90, 99.90
493.17, 1984.24, -0.081, 99.90, 99.90
494.16, 1984.16, -0.081, 99.90, 99.90
495.16, 1984.08, -0.081, 99.90, 99.90
496.16, 1983.99, -0.081, 99.90, 99.90
497.15, 1983.91, -0.081, 99.90, 99.90
498.15, 1983.83, -0.081, 99.90, 99.90
499.14, 1983.75, -0.081, 99.90, 99.90
500.14, 1983.67, -0.081, 99.90, 99.90
501.13, 1983.59, -0.081, 99.90, 99.90
502.13, 1983.51, -0.081, 99.90, 99.90
503.13, 1983.43, -0.081, 99.90, 99.90
504.12, 1983.35, -0.081, 99.90, 99.90
505.12, 1983.27, -0.081, 99.90, 99.90
506.11, 1983.18, -0.081, 99.90, 99.90
